# Growth rate = 3.8304
# Number of generations	Populations
1193	0.155687
1194	0.503502
1195	0.957553
1196	0.155687
1197	0.503502
1198	0.957553
1199	0.155687
1200	0.503502
1201	0.957553
1202	0.155687
1203	0.503502
1204	0.957553
1205	0.155687
1206	0.503502
1207	0.957553
1208	0.155687
1209	0.503502
1210	0.957553
1211	0.155687
1212	0.503502
1213	0.957553
1214	0.155687
1215	0.503502
1216	0.957553
1217	0.155687
1218	0.503502
1219	0.957553
1220	0.155687
1221	0.503502
1222	0.957553
1223	0.155687
1224	0.503502
1225	0.957553
1226	0.155687
1227	0.503502
1228	0.957553
1229	0.155687
1230	0.503502
1231	0.957553
1232	0.155687
1233	0.503502
1234	0.957553
1235	0.155687
1236	0.503502
1237	0.957553
1238	0.155687
1239	0.503502
1240	0.957553
1241	0.155687
1242	0.503502
1243	0.957553
1244	0.155687
1245	0.503502
1246	0.957553
1247	0.155687
1248	0.503502
1249	0.957553
1250	0.155687
1251	0.503502
1252	0.957553
1253	0.155687
1254	0.503502
1255	0.957553
1256	0.155687
1257	0.503502
1258	0.957553
1259	0.155687
1260	0.503502
1261	0.957553
1262	0.155687
1263	0.503502
1264	0.957553
1265	0.155687
1266	0.503502
1267	0.957553
1268	0.155687
1269	0.503502
1270	0.957553
1271	0.155687
1272	0.503502
1273	0.957553
1274	0.155687
1275	0.503502
1276	0.957553
1277	0.155687
1278	0.503502
1279	0.957553
1280	0.155687
1281	0.503502
1282	0.957553
1283	0.155687
1284	0.503502
1285	0.957553
1286	0.155687
1287	0.503502
1288	0.957553
1289	0.155687
1290	0.503502
1291	0.957553
1292	0.155687
1293	0.503502
1294	0.957553
1295	0.155687
1296	0.503502
1297	0.957553
1298	0.155687
1299	0.503502
1300	0.957553
1301	0.155687
1302	0.503502
1303	0.957553
1304	0.155687
1305	0.503502
1306	0.957553
1307	0.155687
1308	0.503502
1309	0.957553
1310	0.155687
1311	0.503502
1312	0.957553
1313	0.155687
1314	0.503502
1315	0.957553
1316	0.155687
1317	0.503502
1318	0.957553
1319	0.155687
1320	0.503502
1321	0.957553
1322	0.155687
1323	0.503502
1324	0.957553
1325	0.155687
1326	0.503502
1327	0.957553
1328	0.155687
1329	0.503502
1330	0.957553
1331	0.155687
1332	0.503502
1333	0.957553
1334	0.155687
1335	0.503502
1336	0.957553
1337	0.155687
1338	0.503502
1339	0.957553
1340	0.155687
1341	0.503502
1342	0.957553
1343	0.155687
1344	0.503502
1345	0.957553
1346	0.155687
1347	0.503502
1348	0.957553
1349	0.155687
1350	0.503502
1351	0.957553
1352	0.155687
1353	0.503502
1354	0.957553
1355	0.155687
1356	0.503502
1357	0.957553
1358	0.155687
1359	0.503502
1360	0.957553
1361	0.155687
1362	0.503502
1363	0.957553
1364	0.155687
1365	0.503502
1366	0.957553
1367	0.155687
1368	0.503502
1369	0.957553
1370	0.155687
1371	0.503502
1372	0.957553
1373	0.155687
1374	0.503502
1375	0.957553
1376	0.155687
1377	0.503502
1378	0.957553
1379	0.155687
1380	0.503502
1381	0.957553
1382	0.155687
1383	0.503502
1384	0.957553
1385	0.155687
1386	0.503502
1387	0.957553
1388	0.155687
1389	0.503502
1390	0.957553
1391	0.155687
1392	0.503502
1393	0.957553
1394	0.155687
1395	0.503502
1396	0.957553
1397	0.155687
1398	0.503502
1399	0.957553
1400	0.155687
1401	0.503502
1402	0.957553
1403	0.155687
1404	0.503502
1405	0.957553
1406	0.155687
1407	0.503502
1408	0.957553
1409	0.155687
1410	0.503502
1411	0.957553
1412	0.155687
1413	0.503502
1414	0.957553
1415	0.155687
1416	0.503502
1417	0.957553
1418	0.155687
1419	0.503502
1420	0.957553
1421	0.155687
1422	0.503502
1423	0.957553
1424	0.155687
1425	0.503502
1426	0.957553
1427	0.155687
1428	0.503502
1429	0.957553
1430	0.155687
1431	0.503502
1432	0.957553
1433	0.155687
1434	0.503502
1435	0.957553
1436	0.155687
1437	0.503502
1438	0.957553
1439	0.155687
1440	0.503502
1441	0.957553
1442	0.155687
1443	0.503502
1444	0.957553
1445	0.155687
1446	0.503502
1447	0.957553
1448	0.155687
1449	0.503502
1450	0.957553
1451	0.155687
1452	0.503502
1453	0.957553
1454	0.155687
1455	0.503502
1456	0.957553
1457	0.155687
1458	0.503502
1459	0.957553
1460	0.155687
1461	0.503502
1462	0.957553
1463	0.155687
1464	0.503502
1465	0.957553
1466	0.155687
1467	0.503502
1468	0.957553
1469	0.155687
1470	0.503502
1471	0.957553
1472	0.155687
1473	0.503502
1474	0.957553
1475	0.155687
1476	0.503502
1477	0.957553
1478	0.155687
1479	0.503502
1480	0.957553
1481	0.155687
1482	0.503502
1483	0.957553
1484	0.155687
1485	0.503502
1486	0.957553
1487	0.155687
1488	0.503502
1489	0.957553
1490	0.155687
1491	0.503502
1492	0.957553
1493	0.155687
1494	0.503502
1495	0.957553
1496	0.155687
1497	0.503502
1498	0.957553
1499	0.155687
1500	0.503502
1501	0.957553
1502	0.155687
1503	0.503502
1504	0.957553
1505	0.155687
1506	0.503502
1507	0.957553
1508	0.155687
1509	0.503502
1510	0.957553
1511	0.155687
1512	0.503502
1513	0.957553
1514	0.155687
1515	0.503502
1516	0.957553
1517	0.155687
1518	0.503502
1519	0.957553
1520	0.155687
1521	0.503502
1522	0.957553
1523	0.155687
1524	0.503502
1525	0.957553
1526	0.155687
1527	0.503502
1528	0.957553
1529	0.155687
1530	0.503502
1531	0.957553
1532	0.155687
1533	0.503502
1534	0.957553
1535	0.155687
1536	0.503502


0.000000	275.505329
0.001957	0.418653
0.003914	0.418694
0.005871	0.418763
0.007828	0.418859
0.009785	0.418983
0.011742	0.419134
0.013699	0.419313
0.015656	0.419520
0.017613	0.419755
0.019569	0.420017
0.021526	0.420308
0.023483	0.420627
0.025440	0.420974
0.027397	0.421349
0.029354	0.421753
0.031311	0.422186
0.033268	0.422648
0.035225	0.423139
0.037182	0.423659
0.039139	0.424208
0.041096	0.424788
0.043053	0.425397
0.045010	0.426036
0.046967	0.426706
0.048924	0.427407
0.050881	0.428139
0.052838	0.428902
0.054795	0.429697
0.056751	0.430524
0.058708	0.431384
0.060665	0.432276
0.062622	0.433201
0.064579	0.434160
0.066536	0.435153
0.068493	0.436180
0.070450	0.437243
0.072407	0.438340
0.074364	0.439474
0.076321	0.440644
0.078278	0.441851
0.080235	0.443095
0.082192	0.444378
0.084149	0.445699
0.086106	0.447060
0.088063	0.448461
0.090020	0.449902
0.091977	0.451385
0.093933	0.452910
0.095890	0.454478
0.097847	0.456089
0.099804	0.457745
0.101761	0.459447
0.103718	0.461195
0.105675	0.462990
0.107632	0.464833
0.109589	0.466725
0.111546	0.468668
0.113503	0.470662
0.115460	0.472709
0.117417	0.474809
0.119374	0.476964
0.121331	0.479175
0.123288	0.481443
0.125245	0.483771
0.127202	0.486158
0.129159	0.488607
0.131115	0.491120
0.133072	0.493697
0.135029	0.496341
0.136986	0.499053
0.138943	0.501836
0.140900	0.504690
0.142857	0.507618
0.144814	0.510622
0.146771	0.513705
0.148728	0.516868
0.150685	0.520113
0.152642	0.523444
0.154599	0.526863
0.156556	0.530372
0.158513	0.533974
0.160470	0.537673
0.162427	0.541470
0.164384	0.545370
0.166341	0.549376
0.168297	0.553492
0.170254	0.557720
0.172211	0.562065
0.174168	0.566531
0.176125	0.571122
0.178082	0.575843
0.180039	0.580698
0.181996	0.585693
0.183953	0.590832
0.185910	0.596121
0.187867	0.601566
0.189824	0.607173
0.191781	0.612949
0.193738	0.618900
0.195695	0.625033
0.197652	0.631356
0.199609	0.637878
0.201566	0.644606
0.203523	0.651550
0.205479	0.658720
0.207436	0.666125
0.209393	0.673776
0.211350	0.681686
0.213307	0.689866
0.215264	0.698329
0.217221	0.707090
0.219178	0.716163
0.221135	0.725565
0.223092	0.735312
0.225049	0.745423
0.227006	0.755918
0.228963	0.766818
0.230920	0.778146
0.232877	0.789926
0.234834	0.802184
0.236791	0.814950
0.238748	0.828255
0.240705	0.842132
0.242661	0.856617
0.244618	0.871750
0.246575	0.887576
0.248532	0.904140
0.250489	0.921494
0.252446	0.939696
0.254403	0.958807
0.256360	0.978896
0.258317	1.000038
0.260274	1.022317
0.262231	1.045826
0.264188	1.070668
0.266145	1.096959
0.268102	1.124825
0.270059	1.154413
0.272016	1.185885
0.273973	1.219425
0.275930	1.255242
0.277886	1.293574
0.279843	1.334693
0.281800	1.378912
0.283757	1.426594
0.285714	1.478159
0.287671	1.534099
0.289628	1.594993
0.291585	1.661527
0.293542	1.734519
0.295499	1.814953
0.297456	1.904026
0.299413	2.003205
0.301370	2.114307
0.303327	2.239616
0.305284	2.382038
0.307241	2.545328
0.309198	2.734430
0.311155	2.955979
0.313112	3.219103
0.315068	3.536702
0.317025	3.927635
0.318982	4.420595
0.320939	5.061497
0.322896	5.928662
0.324853	7.167546
0.326810	9.082282
0.328767	12.433206
0.330724	19.805459
0.332681	49.295028
0.334638	98.153949
0.336595	24.429749
0.338552	13.897889
0.340509	9.685266
0.342466	7.417025
0.344423	5.999454
0.346380	5.029606
0.348337	4.324324
0.350294	3.788365
0.352250	3.367306
0.354207	3.027792
0.356164	2.748237
0.358121	2.514060
0.360078	2.315053
0.362035	2.143855
0.363992	1.995028
0.365949	1.864464
0.367906	1.749006
0.369863	1.646182
0.371820	1.554034
0.373777	1.470989
0.375734	1.395769
0.377691	1.327324
0.379648	1.264787
0.381605	1.207430
0.383562	1.154642
0.385519	1.105906
0.387476	1.060778
0.389432	1.018880
0.391389	0.979882
0.393346	0.943502
0.395303	0.909490
0.397260	0.877630
0.399217	0.847731
0.401174	0.819624
0.403131	0.793160
0.405088	0.768207
0.407045	0.744646
0.409002	0.722371
0.410959	0.701287
0.412916	0.681310
0.414873	0.662363
0.416830	0.644375
0.418787	0.627285
0.420744	0.611036
0.422701	0.595575
0.424658	0.580856
0.426614	0.566837
0.428571	0.553477
0.430528	0.540741
0.432485	0.528597
0.434442	0.517015
0.436399	0.505968
0.438356	0.495430
0.440313	0.485379
0.442270	0.475793
0.444227	0.466653
0.446184	0.457941
0.448141	0.449642
0.450098	0.441740
0.452055	0.434222
0.454012	0.427075
0.455969	0.420287
0.457926	0.413848
0.459883	0.407748
0.461840	0.401980
0.463796	0.396533
0.465753	0.391403
0.467710	0.386580
0.469667	0.382061
0.471624	0.377839
0.473581	0.373909
0.475538	0.370267
0.477495	0.366909
0.479452	0.363831
0.481409	0.361030
0.483366	0.358504
0.485323	0.356250
0.487280	0.354266
0.489237	0.352550
0.491194	0.351101
0.493151	0.349917
0.495108	0.348997
0.497065	0.348340
0.499022	0.347946
0.500978	0.347815
